0010;44;iæ:iê:isz:i:imy:icie:i±::my:cie:i±c:i±cy:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iony:;
0011;44;iæ:iê:isz:i:imy:icie:i±::my:cie:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:ij:ijmy:ijcie:;
0012;83;±c:êgnê:êgniesz:êgnie:êgniemy:êgniecie:êgn±:êgnij:êgnijmy:êgnijcie:±g³em:±g³e¶:±g³:êg³am:êg³a¶:êg³a:êg³om:êg³o¶:êg³o:êgli¶my:êgli¶cie:êgli:êg³y¶my:êg³y¶cie:êg³y:±g³bym:±g³by¶:±g³by:êg³abym:êg³aby¶:êg³aby:êg³obym:êg³oby¶:êg³oby:êgliby¶my:êgliby¶cie:êgliby:êg³yby¶my:êg³yby¶cie:êg³yby:êgniêto:±g³szy:êknê:êkniesz:êknie:êkniemy:êkniecie:êkn±:êknij:êknijmy:êknijcie:±k³em:±k³e¶:±k³:êk³am:êk³a¶:êk³a:êk³om:êk³o¶:êk³o:êkli¶my:êkli¶cie:êkli:êk³y¶my:êk³y¶cie:êk³y:±k³bym:±k³by¶:±k³by:êk³abym:êk³aby¶:êk³aby:êk³obym:êk³oby¶:êk³oby:êkliby¶my:êkliby¶cie:êkliby:êk³yby¶my:êk³yby¶cie:êk³yby:êkniêto:±k³szy:;
0013;44;iæ:iê:isz:i:imy:icie:i±::my:cie:i±c:i±cy:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iwszy:;
0014;09;ieæ:ciu:ciowi:ciem:cie:ci:ciom:ciami:ciach:;
0015;11;ony:onego:onemu:onym:ona:onej:on±:one:eni:onych:onymi:;
0016;54;aæ:zê:zesz:ze:zemy:zecie:z±:z:zmy:zcie:a³em:a³e¶:a³:a³am:a³a¶:a³a:a³om:a³o¶:a³o:ali¶my:ali¶cie:ali:a³y¶my:a³y¶cie:a³y:a³bym:a³by¶:a³by:a³abym:a³aby¶:a³aby:a³obym:a³oby¶:a³oby:aliby¶my:aliby¶cie:aliby:a³yby¶my:a³yby¶cie:a³yby:ano:awszy:am:asz:a:amy:acie:aj±:aj:ajmy:ajcie:aj±c:aj±cy:any:;
0017;10;nia:ni:niê:ni±:nio:nie:ñ:niom:niami:niach:;
0018;10;nia:ni:niê:ni±:nio:nie:niom:niami:niach:ñ:;
0019;10;nia:ni:niê:ni±:niu:nie:ñ:niom:niami:niach:;
0020;42;aæ:eje:a³o:a³oby:ejê:ejesz:ejemy:ejecie:ej±:ej:ejmy:ejcie:a³em:a³e¶:a³:a³am:a³a¶:a³a:a³om:a³o¶:ali¶my:ali¶cie:ali:a³y¶my:a³y¶cie:a³y:a³bym:a³by¶:a³by:a³abym:a³aby¶:a³aby:a³obym:a³oby¶:aliby¶my:aliby¶cie:aliby:a³yby¶my:a³yby¶cie:a³yby:ano:awszy:;
0021;04;eæ:eje:a³o:a³oby:;
0022;10;g:ga:gowi:giem:gu:dzy:gów:gom:gami:gach:;
0023;42;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:owiwszy:;
0024;10;nia:ni:niê:ni±:nio:nie:ien:niom:niami:niach:;
0025;10;nia:ni:niê:ni±:nio:nie:niom:niami:niach:ien:;
0026;55;aæ:zê:zesz:ze:zemy:zecie:z±:z:zmy:zcie:z±c:z±cy:a³em:a³e¶:a³:a³am:a³a¶:a³a:a³om:a³o¶:a³o:ali¶my:ali¶cie:ali:a³y¶my:a³y¶cie:a³y:a³bym:a³by¶:a³by:a³abym:a³aby¶:a³aby:a³obym:a³oby¶:a³oby:aliby¶my:aliby¶cie:aliby:a³yby¶my:a³yby¶cie:a³yby:ano:am:asz:a:amy:acie:aj±:aj:ajmy:ajcie:aj±c:aj±cy:any:;
0027;45;iæ:iê:isz:i:imy:icie:i±::my:cie:i±c:i±cy:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iony:iwszy:;
0028;45;iæ:iê:isz:i:imy:icie:i±::my:cie:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iwszy:i±c:i±cy:iony:;
0029;42;kaæ:czê:czesz:cze:czemy:czecie:cz±:cz:czmy:czcie:ka³em:ka³e¶:ka³:ka³am:ka³a¶:ka³a:ka³om:ka³o¶:ka³o:kali¶my:kali¶cie:kali:ka³y¶my:ka³y¶cie:ka³y:ka³bym:ka³by¶:ka³by:ka³abym:ka³aby¶:ka³aby:ka³obym:ka³oby¶:ka³oby:kaliby¶my:kaliby¶cie:kaliby:ka³yby¶my:ka³yby¶cie:ka³yby:kano:kawszy:;
0030;11;t:tego:temu:tym:ta:tej:t±:te:ci:tych:tymi:;
0031;10;zec:ca:cowi:cem:cu:ce:ców:com:cami:cach:;
0032;11;sny:snego:snemu:snym:sna:snej:sn±:sne:¶ni:snych:snymi:;
0033;43;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi±c:owi±cy:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:;
0034;43;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:owi±c:owi±cy:;
0035;46;iæ:iê:isz:i:imy:icie:i±::my:cie:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iony:iwszy:ij:ijmy:ijcie:;
0036;46;iæ:iê:isz:i:imy:icie:i±::my:cie:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:ij:ijmy:ijcie:iony:iwszy:;
0037;10;on:onu:onowi:onem:onie:a:ów:om:ami:ach:;
0038;43;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:owiony:owiwszy:;
0039;43;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:owiwszy:owiony:;
0040;43;kaæ:czê:czesz:cze:czemy:czecie:cz±:cz:czmy:czcie:cz±c:cz±cy:ka³em:ka³e¶:ka³:ka³am:ka³a¶:ka³a:ka³om:ka³o¶:ka³o:kali¶my:kali¶cie:kali:ka³y¶my:ka³y¶cie:ka³y:ka³bym:ka³by¶:ka³by:ka³abym:ka³aby¶:ka³aby:ka³obym:ka³oby¶:ka³oby:kaliby¶my:kaliby¶cie:kaliby:ka³yby¶my:ka³yby¶cie:ka³yby:kano:;
0041;05;ej:ech:em:ema:y:;
0042;11;zec:ca:cowi:cem:cu:cze:cy:ców:com:cami:cach:;
0043;43;kaæ:czê:czesz:cze:czemy:czecie:cz±:cz:czmy:czcie:ka³em:ka³e¶:ka³:ka³am:ka³a¶:ka³a:ka³om:ka³o¶:ka³o:kali¶my:kali¶cie:kali:ka³y¶my:ka³y¶cie:ka³y:ka³bym:ka³by¶:ka³by:ka³abym:ka³aby¶:ka³aby:ka³obym:ka³oby¶:ka³oby:kaliby¶my:kaliby¶cie:kaliby:ka³yby¶my:ka³yby¶cie:ka³yby:kano:kany:kawszy:;
0044;43;kaæ:czê:czesz:cze:czemy:czecie:cz±:cz:czmy:czcie:ka³em:ka³e¶:ka³:ka³am:ka³a¶:ka³a:ka³om:ka³o¶:ka³o:kali¶my:kali¶cie:kali:ka³y¶my:ka³y¶cie:ka³y:ka³bym:ka³by¶:ka³by:ka³abym:ka³aby¶:ka³aby:ka³obym:ka³oby¶:ka³oby:kaliby¶my:kaliby¶cie:kaliby:ka³yby¶my:ka³yby¶cie:ka³yby:kano:kawszy:kany:;
0045;10;s³a:s³y:¶le:s³ê:s³±:s³o:se³:s³om:s³ami:s³ach:;
0046;47;iæ:iê:isz:i:imy:icie:i±::my:cie:i±c:i±cy:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:iony:ij:ijmy:ijcie:;
0047;47;iæ:iê:isz:i:imy:icie:i±::my:cie:i³em:i³e¶:i³:i³am:i³a¶:i³a:i³om:i³o¶:i³o:ili¶my:ili¶cie:ili:i³y¶my:i³y¶cie:i³y:i³bym:i³by¶:i³by:i³abym:i³aby¶:i³aby:i³obym:i³oby¶:i³oby:iliby¶my:iliby¶cie:iliby:i³yby¶my:i³yby¶cie:i³yby:iono:ij:ijmy:ijcie:i±c:i±cy:iony:;
0048;10;ec:ca:cowi:cem:cu:ce:ców:com:cami:cach:;
0049;10;ec:ca:cowi:cem:cu:cy:ców:com:cami:cach:;
0050;41;êkn±æ:êknê:êkniesz:êknie:êkniemy:êkniecie:êkn±:êknij:êknijmy:êknijcie:±k³em:±k³e¶:±k³:êk³am:êk³a¶:êk³a:êk³om:êk³o¶:êk³o:êkli¶my:êkli¶cie:êkli:êk³y¶my:êk³y¶cie:êk³y:±k³bym:±k³by¶:±k³by:êk³abym:êk³aby¶:êk³aby:êk³obym:êk³oby¶:êk³oby:êkliby¶my:êkliby¶cie:êkliby:êk³yby¶my:êk³yby¶cie:êk³yby:êkniêto:;
0051;44;owiæ:owiê:owisz:owi:owimy:owicie:owi±:ów:ówmy:ówcie:owi±c:owi±cy:owi³em:owi³e¶:owi³:owi³am:owi³a¶:owi³a:owi³om:owi³o¶:owi³o:owili¶my:owili¶cie:owili:owi³y¶my:owi³y¶cie:owi³y:owi³bym:owi³by¶:owi³by:owi³abym:owi³aby¶:owi³aby:owi³obym:owi³oby¶:owi³oby:owiliby¶my:owiliby¶cie:owiliby:owi³yby¶my:owi³yby¶cie:owi³yby:owiono:owiony:;
0052;09;ñ:niu:niowi:niem:nie:ni:niom:niami:niach:;
0053;44;kaæ:czê:czesz:cze:czemy:czecie:cz±:cz:czmy:czcie:cz±c:cz±cy:ka³em:ka³e¶:ka³:ka³am:ka³a¶:ka³a:ka³om:ka³o¶:ka³o:kali¶my:kali¶cie:kali:ka³y¶my:ka³y¶cie:ka³y:ka³bym:ka³by¶:ka³by:ka³abym:ka³aby¶:ka³aby:ka³obym:ka³oby¶:ka³oby:kaliby¶my:kaliby¶cie:kaliby:ka³yby¶my:ka³yby¶cie:ka³yby:kano:kany:;
0054;41;iwaæ:ujê:ujesz:uje:ujemy:ujecie:uj±:uj:ujmy:ujcie:iwa³em:iwa³e¶:iwa³:iwa³a:iwa³a¶:iwa³om:iwa³o¶:iwa³o:iwali¶my:iwali¶cie:iwali:iwa³y¶my:iwa³y¶cie:iwa³y:iwa³bym:iwa³by¶:iwa³by:iwa³abym:iwa³aby¶:iwa³aby:iwa³obym:iwa³oby¶:iwa³oby:iwaliby¶my:iwaliby¶cie:iwaliby:iwa³yby¶my:iwa³yby¶cie:iwa³yby:iwano:iwawszy:;
0055;42;cieæ:cê:cisz:ci:cimy:cicie:c±:æ:æmy:æcie:cia³em:cia³e¶:cia³:cia³am:cia³a¶:cia³a:cia³om:cia³o¶:cia³o:cieli¶my:cieli¶cie:cieli:cia³y¶my:cia³y¶cie:cia³y:cia³bym:cia³by¶:cia³by:cia³abym:cia³aby¶:cia³aby:cia³obym:cia³oby¶:cia³oby:cieliby¶my:cieliby¶cie:cieliby:cia³yby¶my:cia³yby¶cie:cia³yby:ciano:ciawszy:;
0056;11;ec:ca:cowi:cem:cu:cze:cy:ców:com:cami:cach:;
0057;11;ec:ca:cowi:cem:cu:cy:ców:com:cami:cach:cze:;
0058;04;ów:owego:owemu:owym:;
0059;43;cieæ:cê:cisz:ci:cimy:cicie:c±:æ:æmy:æcie:c±c:c±cy:cia³em:cia³e¶:cia³:cia³am:cia³a¶:cia³a:cia³om:cia³o¶:cia³o:cieli¶my:cieli¶cie:cieli:cia³y¶my:cia³y¶cie:cia³y:cia³bym:cia³by¶:cia³by:cia³abym:cia³aby¶:cia³aby:cia³obym:cia³oby¶:cia³oby:cieliby¶my:cieliby¶cie:cieliby:cia³yby¶my:cia³yby¶cie:cia³yby:ciano:;
0060;42;iwaæ:ujê:ujesz:uje:ujemy:ujecie:uj±:uj:ujmy:ujcie:uj±c:uj±cy:iwa³em:iwa³e¶:iwa³:iwa³a:iwa³a¶:iwa³om:iwa³o¶:iwa³o:iwali¶my:iwali¶cie:iwali:iwa³y¶my:iwa³y¶cie:iwa³y:iwa³bym:iwa³by¶:iwa³by:iwa³abym:iwa³aby¶:iwa³aby:iwa³obym:iwa³oby¶:iwa³oby:iwaliby¶my:iwaliby¶cie:iwaliby:iwa³yby¶my:iwa³yby¶cie:iwa³yby:iwano:;
0061;10;at:atu:atowi:atem:ecie:aty:atów:atom:atami:atach:;
0062;10;ór:oru:orowi:orem:orze:ory:orów:orom:orami:orach:;
0063;43;le¼æ:jdê:jdziesz:jdzie:jdziemy:jdziecie:jd±:jd¼:jd¼my:jd¼cie:laz³em:laz³e¶:laz³:laz³am:laz³a¶:laz³a:laz³om:laz³o¶:laz³o:le¼li¶my:le¼li¶cie:le¼li:laz³y¶my:laz³y¶cie:laz³y:laz³bym:laz³by¶:laz³by:laz³abym:laz³aby¶:laz³aby:laz³obym:laz³oby¶:laz³oby:le¼liby¶my:le¼liby¶cie:le¼liby:laz³yby¶my:laz³yby¶cie:laz³yby:leziono:leziony:laz³szy:;
0064;43;le¼æ:jdê:jdziesz:jdzie:jdziemy:jdziecie:jd±:jd¼:jd¼my:jd¼cie:laz³em:laz³e¶:laz³:laz³am:laz³a¶:laz³a:laz³om:laz³o¶:laz³o:le¼li¶my:le¼li¶cie:le¼li:laz³y¶my:laz³y¶cie:laz³y:laz³bym:laz³by¶:laz³by:laz³abym:laz³aby¶:laz³aby:laz³obym:laz³oby¶:laz³oby:le¼liby¶my:le¼liby¶cie:le¼liby:laz³yby¶my:laz³yby¶cie:laz³yby:leziono:laz³szy:leziony:;
0065;04;a:óch:om:oma:;
0066;09;io:ia:iu:iem:yj:iom:iami:iach:iów:;
0067;09;io:ia:iu:iem:iów:iom:iami:iach:yj:;
0068;42;êkn±æ:êknê:êkniesz:êknie:êkniemy:êkniecie:êkn±:êknij:êknijmy:êknijcie:±k³em:±k³e¶:±k³:êk³am:êk³a¶:êk³a:êk³om:êk³o¶:êk³o:êkli¶my:êkli¶cie:êkli:êk³y¶my:êk³y¶cie:êk³y:±k³bym:±k³by¶:±k³by:êk³abym:êk³aby¶:êk³aby:êk³obym:êk³oby¶:êk³oby:êkliby¶my:êkliby¶cie:êkliby:êk³yby¶my:êk³yby¶cie:êk³yby:êkniêto:±k³szy:;
0069;42;o¿yæ:o¿ê:o¿ysz:o¿y:o¿ymy:o¿ycie:o¿±:ó¿:ó¿my:ó¿cie:o¿y³em:o¿y³e¶:o¿y³:o¿y³am:o¿y³a¶:o¿y³a:o¿y³om:o¿y³o¶:o¿y³o:o¿yli¶my:o¿yli¶cie:o¿yli:o¿y³y¶my:o¿y³y¶cie:o¿y³y:o¿y³bym:o¿y³by¶:o¿y³by:o¿y³abym:o¿y³aby¶:o¿y³aby:o¿y³obym:o¿y³oby¶:o¿y³oby:o¿yliby¶my:o¿yliby¶cie:o¿yliby:o¿y³yby¶my:o¿y³yby¶cie:o¿y³yby:o¿ono:o¿ywszy:;
0070;42;iwaæ:ujê:ujesz:uje:ujemy:ujecie:uj±:uj:ujmy:ujcie:iwa³em:iwa³e¶:iwa³:iwa³a:iwa³a¶:iwa³om:iwa³o¶:iwa³o:iwali¶my:iwali¶cie:iwali:iwa³y¶my:iwa³y¶cie:iwa³y:iwa³bym:iwa³by¶:iwa³by:iwa³abym:iwa³aby¶:iwa³aby:iwa³obym:iwa³oby¶:iwa³oby:iwaliby¶my:iwaliby¶cie:iwaliby:iwa³yby¶my:iwa³yby¶cie:iwa³yby:iwano:iwany:iwawszy:;
0071;43;cieæ:cê:cisz:ci:cimy:cicie:c±:æ:æmy:æcie:cia³em:cia³e¶:cia³:cia³am:cia³a¶:cia³a:cia³om:cia³o¶:cia³o:cieli¶my:cieli¶cie:cieli:cia³y¶my:cia³y¶cie:cia³y:cia³bym:cia³by¶:cia³by:cia³abym:cia³aby¶:cia³aby:cia³obym:cia³oby¶:cia³oby:cieliby¶my:cieliby¶cie:cieliby:cia³yby¶my:cia³yby¶cie:cia³yby:ciano:ciany:ciawszy:;
0072;11;ór:oru:orowi:orem:orze:ory:orów:orom:orami:orach:ora:;
0073;43;esprzeæ:esprê:esprzesz:esprze:esprzemy:esprzecie:espr±:esprzyj:esprzyjmy:esprzyjcie:spar³em:spar³e¶:spar³:spar³am:spar³a¶:spar³a:spar³om:spar³o¶:spar³o:sparli¶my:sparli¶cie:sparli:spar³y¶my:spar³y¶cie:spar³y:spar³bym:spar³by¶:spar³by:spar³abym:spar³aby¶:spar³aby:spar³obym:spar³oby¶:spar³oby:sparliby¶my:sparliby¶cie:sparliby:spar³yby¶my:spar³yby¶cie:spar³yby:sparto:sparty:spar³szy:;
0074;43;esprzeæ:esprê:esprzesz:esprze:esprzemy:esprzecie:espr±:esprzyj:esprzyjmy:esprzyjcie:spar³em:spar³e¶:spar³:spar³am:spar³a¶:spar³a:spar³om:spar³o¶:spar³o:sparli¶my:sparli¶cie:sparli:spar³y¶my:spar³y¶cie:spar³y:spar³bym:spar³by¶:spar³by:spar³abym:spar³aby¶:spar³aby:spar³obym:spar³oby¶:spar³oby:sparliby¶my:sparliby¶cie:sparliby:spar³yby¶my:spar³yby¶cie:spar³yby:sparto:spar³szy:sparty:;
0075;09;ê:enia:eniu:eniem:ona:on:onom:onami:onach:;
0076;42;aæ:ojê:oisz:oi:oimy:oicie:oj±:ój:ójmy:ójcie:a³em:a³e¶:a³:a³am:a³a¶:a³a:a³om:a³o¶:a³o:ali¶my:ali¶cie:ali:a³y¶my:a³y¶cie:a³y:a³bym:a³by¶:a³by:a³abym:a³aby¶:a³aby:a³obym:a³oby¶:a³oby:aliby¶my:aliby¶cie:aliby:a³yby¶my:a³yby¶cie:a³yby:ano:awszy:;
0077;43;o¿yæ:o¿ê:o¿ysz:o¿y:o¿ymy:o¿ycie:o¿±:ó¿:ó¿my:ó¿cie:o¿±c:o¿±cy:o¿y³em:o¿y³e¶:o¿y³:o¿y³am:o¿y³a¶:o¿y³a:o¿y³om:o¿y³o¶:o¿y³o:o¿yli¶my:o¿yli¶cie:o¿yli:o¿y³y¶my:o¿y³y¶cie:o¿y³y:o¿y³bym:o¿y³by¶:o¿y³by:o¿y³abym:o¿y³aby¶:o¿y³aby:o¿y³obym:o¿y³oby¶:o¿y³oby:o¿yliby¶my:o¿yliby¶cie:o¿yliby:o¿y³yby¶my:o¿y³yby¶cie:o¿y³yby:o¿ono:;
0078;43;iwaæ:ujê:ujesz:uje:ujemy:ujecie:uj±:uj:ujmy:ujcie:uj±c:uj±cy:iwa³em:iwa³e¶:iwa³:iwa³a:iwa³a¶:iwa³om:iwa³o¶:iwa³o:iwali¶my:iwali¶cie:iwali:iwa³y¶my:iwa³y¶cie:iwa³y:iwa³bym:iwa³by¶:iwa³by:iwa³abym:iwa³aby¶:iwa³aby:iwa³obym:iwa³oby¶:iwa³oby:iwaliby¶my:iwaliby¶cie:iwaliby:iwa³yby¶my:iwa³yby¶cie:iwa³yby:iwano:iwany:;
0079;08;orze:orza:orzu:orzem:órz:orzom:orzami:orzach:;
0080;04;eæ:i:a³o:a³oby:;
0081;06;am:a¶:a:y¶my:y¶cie:y:;
0082;43;o¿yæ:o¿ê:o¿ysz:o¿y:o¿ymy:o¿ycie:o¿±:ó¿:ó¿my:ó¿cie:o¿y³em:o¿y³e¶:o¿y³:o¿y³am:o¿y³a¶:o¿y³a:o¿y³om:o¿y³o¶:o¿y³o:o¿yli¶my:o¿yli¶cie:o¿yli:o¿y³y¶my:o¿y³y¶cie:o¿y³y:o¿y³bym:o¿y³by¶:o¿y³by:o¿y³abym:o¿y³aby¶:o¿y³aby:o¿y³obym:o¿y³oby¶:o¿y³oby:o¿yliby¶my:o¿yliby¶cie:o¿yliby:o¿y³yby¶my:o¿y³yby¶cie:o¿y³yby:o¿ono:o¿ony:o¿ywszy:;
0083;43;o¿yæ:o¿ê:o¿ysz:o¿y:o¿ymy:o¿ycie:o¿±:ó¿:ó¿my:ó¿cie:o¿y³em:o¿y³e¶:o¿y³:o¿y³am:o¿y³a¶:o¿y³a:o¿y³om:o¿y³o¶:o¿y³o:o¿yli¶my:o¿yli¶cie:o¿yli:o¿y³y¶my:o¿y³y¶cie:o¿y³y:o¿y³bym:o¿y³by¶:o¿y³by:o¿y³abym:o¿y³aby¶:o¿y³aby:o¿y³obym:o¿y³oby¶:o¿y³oby:o¿yliby¶my:o¿yliby¶cie:o¿yliby:o¿y³yby¶my:o¿y³yby¶cie:o¿y³yby:o¿ono:o¿ywszy:o¿ony:;
0084;07;±d¼:êdzi:êdzi±:êdzie:êdziom:êdziami:êdziach:;
